year,make,model,description, price ,mileage,location,ad_url,img_url
2020,Toyota,hiace,," $35,999 ",194,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1645696192896227,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448218377_1004164504445927_4848424698914067586_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=5L8_VLDFsAcQ7kNvgFGa5GD&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBkWw9fNlnPMa61p6oPNHx0g5UoJJSzxwcPF9InFAt9wA&oe=66B8EBFF
2015,Toyota,hiace,," $31,000 ",195,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1163483874644953,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/438223197_7801961446523201_2309641983498281883_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=1fYDYG38lMQQ7kNvgHSmb-t&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBvvgJr7a9ZY3IAHiANdHI0aRasN2tppFvixG3LN02UzA&oe=66B8DB8E
2018,Toyota,hiace,," $26,990 ",199,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1041124260688775,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/427883481_307257709064497_7215780243556684057_n.jpg?stp=c64.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=k8Jsp9i6qwAQ7kNvgF9UCUm&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAul5-SonMz2qYwRJ9c6VoiMYW1YaJE23wGL1Dk_C7EBA&oe=66B8E3F2
1994,Toyota,hiace,commuter with rwc," $11,800 ",200,"Melbourne, VIC",https://www.facebook.com/marketplace/item/777009600673820,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/434163658_7305760742873837_508918840405504637_n.jpg?stp=c0.554.1373.1373a_dst-jpg_s261x260&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=URJXPxFeT44Q7kNvgFPxlGg&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDiK8BantkBKjaMkJrseLI48TMnn-bQzB9l6HRbh2Xkew&oe=66B8EB86
2013,Toyota,hiace,," $12,400 ",200,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1444896036168767,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449240106_1171363914205539_1637245426300390772_n.jpg?stp=c0.318.828.828a_dst-jpg_s261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=7g0Pj9z-zJgQ7kNvgGmrNTN&_nc_ht=scontent.fmel16-1.fna&oh=00_AYA6XTr4-pzrBoDsuoql_wcvbIu_7af-jMmFXsfU4KU1IA&oe=66B8E879
2014,Toyota,hiace,," $16,000 ",200,"Belconnen, ACT",https://www.facebook.com/marketplace/item/2200497380325458,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/447190813_122123960942272306_9166569504562521049_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=vQP5H1NX2IIQ7kNvgH0Ds6M&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAF_cTIuceVL9IuSiELznUGo_jh7LCfZY06jf4jFW5gTw&oe=66B8E617
2013,Toyota,hiace,," $18,997 ",200,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1878496422642511,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449742651_1645294546304726_6624848012084953790_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=E3svYobwxzAQ7kNvgFTlT3K&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCf_xSKpGwqTvt5hT7Iw1M9Rg0VVDBcFgKEPeSopd1IhA&oe=66B8E5DB
2013,Toyota,hiace,," $19,250 ",200,"Melbourne, VIC",https://www.facebook.com/marketplace/item/720691126899429,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/422474406_1828519654320739_8087594088708550801_n.jpg?stp=c0.295.1153.1153a_dst-jpg_s261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=S9HQlV-ITG8Q7kNvgH2sLdM&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBx1O4VwZfYFv5d53-PB4XyXiYpNi5hsgGBBuoHZdw7HA&oe=66B8C591
2016,Toyota,hiace,," $24,000 ",200,"Melbourne, VIC",https://www.facebook.com/marketplace/item/442621298589397,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450017012_2693980264111430_246928539609061058_n.jpg?stp=c0.14.261.261a_dst-jpg_p261x260&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=AXUKdGeS5SUQ7kNvgFgMc95&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAwHCoUddFs8lX-jCexQ5J2qrrHT8wu5VEny_0ZPw0wsQ&oe=66B8D091
2015,Toyota,hiace,," $28,000 ",200,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1123185292083768,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449637892_1005127044292701_3550495841361010856_n.jpg?stp=c0.295.1153.1153a_dst-jpg_s261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=lnHLR47XXE0Q7kNvgFOIgvI&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCAWsf1wx1x3LV-0XnzszdNGyAO2oMirMfC4EhSHqiElA&oe=66B8C501
2017,Toyota,hiace,," $28,000 ",200,"Melbourne, VIC",https://www.facebook.com/marketplace/item/736631185349805,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/434345964_10160727307810369_6516411336945708137_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=2jCZCI8yvBYQ7kNvgH3KSWH&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDOK6Gl3U2ZVetIudir53_nYtxEjKkZBNz-Yu33q2okDw&oe=66B8E100
2011,Toyota,hiace,," $30,000 ",200,"Melbourne, VIC",https://www.facebook.com/marketplace/item/308475632269450,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/438681699_3721106028173209_4222226341063468059_n.jpg?stp=c0.364.945.945a_dst-jpg_s261x260&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=7L6S9eq17GEQ7kNvgGQ9yaY&_nc_ht=scontent.fmel16-1.fna&oh=00_AYA-2s4yZuvMVFNy457Nj4_zdn-CwHCe-qwQyIsipBPd7w&oe=66B8CB2B
2013,Toyota,hiace,," $22,000 ",201,"Melbourne, VIC",https://www.facebook.com/marketplace/item/490090943503008,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/451799048_1728436924624942_7004773478550810771_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=bq8_EW9oE5sQ7kNvgHLkssM&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCsD-XqqtOlSi-UWnCbf4hx0DNwgFdyGSYLrtNikmayxQ&oe=66B8EFDE
2015,Toyota,hiace,commuter van," $29,999 ",201,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1245730050131855,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/454124671_8246566818710575_7274972421495129029_n.jpg?stp=c0.12.261.261a_dst-jpg_p261x260&_nc_cat=106&ccb=1-7&_nc_sid=247b10&_nc_ohc=NR0-fJxtIeoQ7kNvgGW4p65&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDG5tZqmSy6PoOJOwopqFpsuUw_GN1p8GZLhc570QSQ8Q&oe=66B8ECAD
2010,Toyota,hiace,," $17,500 ",204,"Melbourne, VIC",https://www.facebook.com/marketplace/item/992291622501513,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/444216570_25722968203983685_7887718981897415187_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=vuFYEuJ4UV4Q7kNvgFgx53s&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAtn--nfAbpOZEcaqEFCBuq3hVpGZRxuQMMeYLkHwGNiA&oe=66B8CF03
2008,Toyota,hiace,," $22,950 ",204,"Melbourne, VIC",https://www.facebook.com/marketplace/item/966388001279047,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/436334160_7215179935244029_4220314529630875895_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=PnnMx5BxukMQ7kNvgHsSpVV&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAVBPyzEgD_rORLQiqkyGNlJf-13ygjbxSw5b-JCB-5VQ&oe=66B8D736
2019,Toyota,hiace,2019," $26,500 ",204,"Melbourne, VIC",https://www.facebook.com/marketplace/item/750255180576630,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/440435275_3213896902074493_1457301038690290387_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=PGtBhLlprzwQ7kNvgFW_HBT&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCBxy_lY8KeiIQbdGPmMGqJP2LF5j0pePt4ZRGFl0CaIQ&oe=66B8D505
2005,Toyota,hiace,," $15,500 ",205,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1136774627548490,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448181080_1624214845044115_2034468690741998156_n.jpg?stp=c0.554.1373.1373a_dst-jpg_s261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=oNHlnY9GAlYQ7kNvgHSpsPf&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCEApiTZfkOYFKl9Rs0IiKke0ELqOZmvvEgCj3PQpXG7Q&oe=66B8F77B
2017,Toyota,hiace,," $24,500 ",206,"Melbourne, VIC",https://www.facebook.com/marketplace/item/352530964318823,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449529450_7839056106170747_7699436308557847485_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=51NktYXzdqsQ7kNvgGcguuJ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBSd3AnNDrcZjDKWRbMMSLFFBymYGJtDiV8kPcfDQXxzg&oe=66B8F39E
2017,Toyota,hiace,," $32,999 ",206,"Melbourne, VIC",https://www.facebook.com/marketplace/item/918929586631906,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/436575543_10161218714287229_7061807399779670292_n.jpg?stp=c0.79.720.720a_dst-jpg_s261x260&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=-vGbZqF9xnYQ7kNvgElX4rk&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCYPZwJ6IIGLr5sO_tFHIJQT8wdrc8CBvYbB89MCNUx0Q&oe=66B8E926
2013,Toyota,hiace,," $18,500 ",207,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1006596531114057,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/446906825_3229505863846930_388842505271339409_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=MpRJhoQf7eUQ7kNvgHwXwu5&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAvDViQi1rEUP15Z5unN23aNuRn4tAbloUCl5TbESooAg&oe=66B8EACC
2020,Toyota,hiace,," $39,000 ",210,"Melbourne, VIC",https://www.facebook.com/marketplace/item/412064411216393,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/428370403_3378736632271860_2904943050675359187_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=NtQ_-YWUd3IQ7kNvgHJIY2s&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDkO73MjV5dQewYyWVeuqXaW7etRw0z5J3MvyN-xKQXWw&oe=66B8F6F1
2014,Toyota,hiace,," $21,800 ",212,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1424415361601027,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449318740_122159016014115110_3097315718517722029_n.jpg?stp=c0.132.1200.1200a_dst-jpg_s261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=9qWB3IJv9PoQ7kNvgGknWlQ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYD65fDj1B-RGDgUreOIYIzMo5uLP3K-Mc9gcgiqm1YuCQ&oe=66B8E381
2013,Toyota,hiace,," $19,900 ",214,"Melbourne, VIC",https://www.facebook.com/marketplace/item/415290081012745,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/426484509_10160068763608261_7893240005592276021_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=pV1PjYXTKjwQ7kNvgHNBXRE&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAFVjCfG9N2izIWaY3BlPS0GCvlh0ERhyZCMl6o35OP2A&oe=66B8D142
2013,Toyota,hiace,lwb," $21,000 ",217,"Melbourne, VIC",https://www.facebook.com/marketplace/item/286812037782842,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/433652842_7427360320640022_8889072960721558826_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=oJEwd-DnmBgQ7kNvgESKVNU&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDnWntUwGPXh_VPmpsgUdol0dtfRiHjggnDYCj7Qpk_uw&oe=66B8CBC0
2016,Toyota,hiace,," $24,500 ",217,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1904875829950135,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/453533020_7655061974606123_8925349794602474477_n.jpg?stp=c0.3.261.261a_dst-jpg_p261x260&_nc_cat=105&ccb=1-7&_nc_sid=946e27&_nc_ohc=dFOazFxTrxoQ7kNvgHUGMOz&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDDKPk_OuJ7MHfaP9bYGHf_OVLsR6zT98NNHh_BsMUYyA&oe=66B8F0B2
2012,Toyota,hiace,," $27,500 ",218,"Mildura, VIC",https://www.facebook.com/marketplace/item/3805239713090047,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448215662_3321640557980658_5310316866744151392_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=db8Zo3T0Bb8Q7kNvgGF1V-V&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCipy1RTWZa9f2DG6RvpT-r0pCclipEPsQ5xxJfTMM2Ig&oe=66B8C793
2015,Toyota,hiace,," $27,990 ",218,"Melbourne, VIC",https://www.facebook.com/marketplace/item/497922079287845,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/452317005_513287974558908_4160018080316758546_n.jpg?stp=c0.6.261.261a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=1Fy0ArpWGOMQ7kNvgFubr1u&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAfcppyjyv8HV6t18hCYbELZDwfT4H_oPg8P7UusN_QHg&oe=66B8F252
1996,Toyota,hiace,4wd super custom - limited," $16,500 ",219,"Melbourne, VIC",https://www.facebook.com/marketplace/item/7686801644765853,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449089611_3108384865964954_976850388501777896_n.jpg?stp=c0.498.1427.1427a_dst-jpg_s261x260&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=1JHAPWgBMNIQ7kNvgGMNRWM&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB-BL6N4qx09U8gCy8bGFjG0aA1b_7VWRMoWsEFq_M5NA&oe=66B8E3A3
2008,Toyota,hiace,," $14,800 ",220,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1323606992382932,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449233531_10161535242099928_8758957479086485468_n.jpg?stp=c0.364.945.945a_dst-jpg_s261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=OGko8xTRXu4Q7kNvgHuOr3T&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB6IG2dVv-Cwh7jZIdgnkQDr7XeGGnQZRdIgYHaeOxUNw&oe=66B8DD73
2013,Toyota,hiace,," $18,500 ",220,"Melbourne, VIC",https://www.facebook.com/marketplace/item/458515566894419,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/451309486_1150340906046234_4701019064266009540_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Qj19wyGFYr4Q7kNvgEjdCHi&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAWHGwPjJP9JMbAeidkW_dvzYBD7nR21ePnnrhjfWr1-g&oe=66B8F68E
2015,Toyota,hiace,," $20,500 ",220,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1618428315673768,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449062835_1000435744811804_9115670845582172554_n.jpg?stp=c0.132.1200.1200a_dst-jpg_s261x260&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=5To_Gg11R6MQ7kNvgHThrC8&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBufBmw31hGVDv3Di88I9Teq1eed72RUxUtzR-jINlbkg&oe=66B8C797
2015,Toyota,hiace,," $30,000 ",220,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1119538455993673,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/442411098_10160627683367058_4404264802527721620_n.jpg?stp=c0.43.1050.1050a_dst-jpg_s261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=A0Wif9VR2AEQ7kNvgFNhd5K&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCftkcHoykgQYTJnfkRufXEwyGseKjGWD6CzYeI8vxpwA&oe=66B8F1C9
2012,Toyota,hiace,," $24,500 ",223,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1537759173440074,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/445782334_10220399221929740_4046851632655937545_n.jpg?stp=c0.364.945.945a_dst-jpg_s261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=JoX5ZEO3AaoQ7kNvgH7Lg2y&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCFkM16iOsmIhHNll5gIBbqBUgvzRCJFguYCnk8G6SajA&oe=66B8EAA6
2008,Toyota,hiace,," $21,950 ",224,"Melbourne, VIC",https://www.facebook.com/marketplace/item/471472158931315,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/452068792_26417581934522013_4684236751505974001_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=2e0mywFoS3UQ7kNvgEWuIhU&_nc_ht=scontent.fmel16-1.fna&oh=00_AYC1R6YM80n3itloLB0FI6qcOBbiP9IRrL8sExXakhRw-A&oe=66B8E752
2012,Toyota,hiace,," $21,999 ",224,"Melbourne, VIC",https://www.facebook.com/marketplace/item/2443725879351455,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/452019491_7887193234694417_2634356368006615512_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=cb5-IFPEVfAQ7kNvgF72SXQ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB_lugP3FB-4G9kzQue2ObafBTGM4xn7oLY64xd5X8sOA&oe=66B8D6D7
2011,Toyota,hiace,," $22,500 ",224,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1185400242800510,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449521763_10163219551203942_8477957654499333035_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=VUfqf0ujXTUQ7kNvgFIpI5n&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDD7zObvYHdUkTbXgE2ZDHYZr35CMqdnTwmkoJmawiaVw&oe=66B8D663
2017,Toyota,hiace,," $23,490 ",225,"Melbourne, VIC",https://www.facebook.com/marketplace/item/3263023057339768,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/438163885_1727867094698857_1128273597970723976_n.jpg?stp=c0.0.261.261a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=247b10&_nc_ohc=gijFK3oFT1MQ7kNvgFTBkA1&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAtfscHUdoWgXNbbQnJPJ9iR3ojkXQ3E7AYyUOql6gKhw&oe=66B8E806
1997,Toyota,hiace,super custom," $12,500 ",226,"Melbourne, VIC",https://www.facebook.com/marketplace/item/886344733320467,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/449181202_1141470100395301_4082528771490778617_n.jpg?stp=c2.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=PYdmKOpcD44Q7kNvgG5VgIB&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAulrXAeHc9XFpkW_7L14UBvv5n2i5Lf8TZ0ZEEBbb17Q&oe=66B8E308
2010,Toyota,hiace,," $17,000 ",226,"Melbourne, VIC",https://www.facebook.com/marketplace/item/7215052598598047,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/441581272_1582866772570301_1227132108476452995_n.jpg?stp=c42.0.260.260a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=9vaBN19DAj0Q7kNvgE-35Ut&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBY_4nS19NNS27_aeufFYhbrMDUi-e4HYHTuHBT5KY3dg&oe=66B8E96A
2014,Toyota,hiace,," $21,000 ",226,"Nangus, NSW",https://www.facebook.com/marketplace/item/1494667617805664,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450168636_3891644731160768_1734758734264157130_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=lA3YJrJInBgQ7kNvgHv7_UO&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAFiG88yJkPXjjMrY-h3NfIrrgWHAM349SLADbclwOiGg&oe=66B8F183
2009,Toyota,hiace,van! great kms! - clean!," $14,800 ",228,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1503714773838208,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448677221_3075956702535293_2223406822568513006_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=qcnP1x8OhtAQ7kNvgHBrIn3&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDRE6VhC-ER33YcViExv0Dgy74ibDtoELQ-5OUxYlazKA&oe=66B8E0F7
2011,Toyota,hiace,," $18,900 ",230,"Melbourne, VIC",https://www.facebook.com/marketplace/item/273957405713092,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/441337056_7558893837530937_4095739066932211876_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=0O1GyPV13FkQ7kNvgGTGScG&_nc_ht=scontent.fmel16-1.fna&oh=00_AYC_PMeE-WgbZBL1nlLLKNovEOe-bMuDLe8A42NssZxv1w&oe=66B8E0DA
2015,Toyota,hiace,," $21,999 ",232,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1173653897173937,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449464348_7599588466817187_6030489849492031065_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=_mPmm1EPuqIQ7kNvgForX0S&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAcxZ32HOejSnt6zLNQk5sXR7K-QII3Fpz5HaU0j1ANSQ&oe=66B8ED82
2006,Toyota,hiace,," $13,500 ",235,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1616723872416385,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/445351690_8128970197114733_2921305744860080535_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=946e27&_nc_ohc=cRyhkB0ydP0Q7kNvgHWAM3A&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB6D3cVVK_Q_sGUxw9LFnek6FJlfc5JRSTI_cD1g7GZKw&oe=66B8CB19
1996,Toyota,hiace,," $8,000 ",238,"Shepparton, VIC",https://www.facebook.com/marketplace/item/706406481617415,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/452186102_3326273507682565_4353189745783936206_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=ozgGem3JrY8Q7kNvgHwqY3w&_nc_ht=scontent.fmel16-1.fna&oh=00_AYA8i34LrQ9lPwJueVd58nIectDTGdmGrvyKZHxvqH22JQ&oe=66B8E925
2015,Toyota,hiace,turbo diesel manual," $25,000 ",238,"Melbourne, VIC",https://www.facebook.com/marketplace/item/803422028523658,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/450234262_1007842954249438_9009844302744074574_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=247b10&_nc_ohc=WKgbPBwNyg0Q7kNvgFZM1SJ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYC3S-giExjbBkRbx7ZSb6Zvq0860WRf2EMZ0VsPbeEr7g&oe=66B8CEB0
1998,Toyota,hiace,," $22,000 ",239,"Melton, VIC",https://www.facebook.com/marketplace/item/772405121014096,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/428686238_24869393249371119_1695991432470100597_n.jpg?stp=c0.125.1290.1290a_dst-jpg_s261x260&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=iXqdRR-9K3YQ7kNvgG_SWMp&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBi5vym-ZliQf5ZF6Bi0Og1x_tG9Mwg8nTIE2-7kbTQ6g&oe=66B8E09C
2014,Toyota,hiace,," $25,800 ",239,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1008844087512051,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449380637_1664200774390832_6587977813281843559_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=wx-sE2_VtWcQ7kNvgGYZA0k&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCAntqnDskpN5cFxC9yPgy4V9fJZIaWSWm9lA8anYVEDg&oe=66B8DB3D
