year,make,model,description, price ,mileage,location,ad_url,img_url
2003,Toyota,hiace,," $10,000 ",,"Launceston, TAS",https://www.facebook.com/marketplace/item/2140388372994172,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/438267915_2114128298969382_316274030375135127_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=2IwhEM1snwcQ7kNvgEJ0i9D&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB6yWMuc79fBOWC_kFq_Bh2GgF68HsKo4ZkSQrmdSyn5Q&oe=66B8D0F1
2007,Toyota,hiace,," $10,000 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/488920990195834,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448457670_10161551802546382_2562463212854786551_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=4OTzt-S6zFcQ7kNvgE6UlSv&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBPHxYQGJ0ls8blZkJCTRdutgetD1FDPzOJ3S-1OJw33g&oe=66B8E239
1985,Toyota,hiace,campervan," $10,500 ",,"Port Sorell, TAS",https://www.facebook.com/marketplace/item/26258714587077856,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/453050746_1047296190244282_7028774808959663794_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=BA0Q4JG5vFMQ7kNvgGDIjAO&_nc_ht=scontent.fmel16-1.fna&oh=00_AYD_8pOta7XdE6c13c4HLkmqCHd3i__XXxfxaeN1jtgwyA&oe=66B8DCD5
1992,Toyota,hiace,," $10,500 ",,"Koo Wee Rup, VIC",https://www.facebook.com/marketplace/item/2181807888830288,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/427566002_2086751988370568_7670859093677638256_n.jpg?stp=c40.0.260.260a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=247b10&_nc_ohc=Q8tKAm6X6boQ7kNvgHbMnPk&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAaNv-Nzo5PMMfmB0IxvWj6HJ-RflVvLA3yqPDVcSPLFw&oe=66B8DACD
1993,Toyota,hiace,commuter slwb," $10,500 ",,"Creswick, VIC",https://www.facebook.com/marketplace/item/848450200438541,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/442411017_10226766253116760_2870785401788825458_n.jpg?stp=c151.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=946e27&_nc_ohc=UM7QzUbmi1gQ7kNvgG58sLN&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB5eMBVFAJCkKPLfrIsfMJe_yTJdosq9HRe73o-n9tHJA&oe=66B8C512
2006,Toyota,Hiace,Van," $10,800 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1387506448582276,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/450310490_816060867170337_5162563119154650706_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=247b10&_nc_ohc=OQ8t-sAbcYQQ7kNvgFXX3R5&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCxqrLoFmee61Jeo6cE1t64PEZyEO-alcKNT9J-CXavxA&oe=66B8DCDF
2000,Toyota,hiace,," $11,000 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/2458029921069101,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/451276231_1340181027369927_4963396162026970350_n.jpg?stp=c152.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=RNYSzS1qWYcQ7kNvgFQ6452&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBAQe3rb3T3gSxZcSQehsBqOWCqYAAgdA1cGvK4lQaS_A&oe=66B8E04B
2002,Toyota,hiace,," $11,000 ",,"Griffith, NSW",https://www.facebook.com/marketplace/item/1033223175135349,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/451104129_8012777738843339_532306049848774403_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=g_TYBmXK8_kQ7kNvgHZBJMq&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCgu6nJM4IsCou44Z3OzC1S81JbjAKVC19VszcTNAWHpA&oe=66B8D940
1998,Toyota,hiace,," $11,111 ",,"Jindera, NSW",https://www.facebook.com/marketplace/item/1081264916282124,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/429492120_8017718631575054_7953964983875079481_n.jpg?stp=c101.0.260.260a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=c9DTNHYAfdkQ7kNvgFI66U5&_nc_ht=scontent.fmel16-1.fna&oh=00_AYChyDbsIZZyWFgB4SCy0jVuKV4KqiLo1W4p2T3WVJCcwA&oe=66B8C9A0
2020,TOYOTA,HIACE,"TAILGATE, DOORS - AVAILABLE"," $11,111 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/824085762972075,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/438080906_979653010151144_2275595475268641982_n.jpg?stp=c0.0.261.261a_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=bflT9aMsKm8Q7kNvgE-hifa&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDUEM0Y4nIw3UL7HWyIFqJP661TQOhndVHNXNB9iBaXdA&oe=66B8E976
2010,Toyota,hiace,," $11,600 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1516797488943089,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/448767825_25817907717825308_3422227279528440122_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=106&ccb=1-7&_nc_sid=247b10&_nc_ohc=E1GUVjCYWdEQ7kNvgH0G5Bp&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCRUbZpT_HZDg5Of4rk-8mHmrE3XA-7GoVzN7BWu3vi4Q&oe=66B8E8AA
1989,Toyota,hiace,," $11,995 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1146258923344928,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449385039_10229748478323705_4617861415215437941_n.jpg?stp=c36.0.260.260a_dst-jpg_p261x260&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=DfT1HEqcWO8Q7kNvgG07e8m&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBotR0HqNGKoUK1eHEGesQso6OkGBLpJhuCWdExWIRy8Q&oe=66B8DB5B
2001,Toyota,hiace,van," $12,000 ",,"Torquay, VIC",https://www.facebook.com/marketplace/item/1227737174889463,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/452680478_3713710472250232_259828310382587517_n.jpg?stp=c0.101.261.261a_dst-jpg_p261x260&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=7RxKAVpapF0Q7kNvgFS1TR5&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB0Wwwpd1glEsm-sQeJxRm29FIKcqUc4CNBHlrtF4lDkA&oe=66B8D73E
2003,Toyota,hiace,," $12,000 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/796995429168759,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/450108836_827718469014685_3714771098059221268_n.jpg?stp=c158.0.260.260a_dst-jpg_p261x260&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=_p81gddKEkkQ7kNvgGsE_qg&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBT6mcskzZz9WdqowXAkydHspGLNkuuSXE12TPXjbibVA&oe=66B8E203
2003,Toyota,hiace,," $12,000 ",,"Mount Barker, SA",https://www.facebook.com/marketplace/item/1832293363959898,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/453696829_8485697574798165_2090560839954100601_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=247b10&_nc_ohc=RdQTMAfrijQQ7kNvgHjcClK&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDkO9fUgvaWQ9-ITiyCr4HN42aDX6QX1yDNvdezwXMhcg&oe=66B8F672
2006,Toyota,hiace,," $12,500 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/778929774141759,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/449237344_1267021974260938_1034684938348147194_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=qxcqIGmAp2QQ7kNvgHYZMx1&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAZjHFKDjUArt8BeaN4gjhJvaxsdnyZpBnv41gNbAljTA&oe=66B8E8BD
2000,Toyota,hiace,," $13,000 ",,"Weston Creek, ACT",https://www.facebook.com/marketplace/item/370757026051566,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/453109937_841588064831779_8525583006107810649_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=NVgH14fKrv4Q7kNvgF-2F6l&_nc_ht=scontent.fmel16-1.fna&oh=00_AYD6RIjYswluZu6Tu_x9AWyale2-Os-FnlX4hUKqdDix_g&oe=66B8F0B9
2001,Toyota,hiace,," $13,000 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/996579485400065,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/447395155_10161478201847394_8893107852349038457_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=ebhUDI-HO6sQ7kNvgHnCMl4&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAQl11eGjH34-HT376bCA4pXhj8Dla5lxiq6BfKMYsWAw&oe=66B8DE21
1982,Toyota,hiace,," $13,500 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/302423616187141,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/424964420_7464825030243936_839972589530054344_n.jpg?stp=c0.137.261.261a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=FzGhyztT0j4Q7kNvgFar6Cl&_nc_ht=scontent.fmel16-1.fna&oh=00_AYC_kFsPPE3yaoCud4qQigu0SD-yyVOAsfSmzBdXKACkmw&oe=66B8F78B
2014,Toyota,hiace,slwb automatic 2 lt - diesel," $14,000 ",,"Ballarat, VIC",https://www.facebook.com/marketplace/item/1634292030688082,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/450967177_464559802869457_8569823027012264557_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=cLbs5pF-smsQ7kNvgGL1gnY&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDh6t4ChZhyGJqQIs-3Zwv9eu-Fw1hxSlVIQshwM6nimA&oe=66B8E442
2017,Toyota,hiace,lwb hitop t490," $14,500 ",,"Wagga Wagga, NSW",https://www.facebook.com/marketplace/item/427767370082379,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/441890740_422406327337366_7908489542769716441_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=NpK0wJsjJRYQ7kNvgGGkSng&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCatYeP1JAk35719_BEOQWpsuVnJ-WSiUBIz-Xagao8BA&oe=66B8EC88
2005,Toyota,Hiace,Van," $14,800 ",,"Geelong, VIC",https://www.facebook.com/marketplace/item/472324368505548,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/425523036_471515811942275_1721347981760377313_n.jpg?stp=c58.0.260.260a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=0eaOzCbjDDwQ7kNvgFKVKVa&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBAGJ1qcwlTIV_Pj2OlMSjMIY7l_keHmhiuH1H9dfIk3g&oe=66B8DD2A
2009,Toyota,hiace,low kms gas and - petrol," $14,999 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1541362403124754,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/452939901_997202658690319_5839865430859879445_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=vMW2WbkBwe4Q7kNvgFwjLAC&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCpkOmIzpa6Dd-zmXIfcynYU7AeE9UX2a-dXmD_wkHYpw&oe=66B8C6CD
2003,Toyota,hiace,," $15,000 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/867044942138685,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450266784_10168731934245156_7237466897580512070_n.jpg?stp=c73.0.260.260a_dst-jpg_p261x260&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Ss82kFhucZ4Q7kNvgEYb09j&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDF1nohOlLwRhix28Mnkm413l0kFokTeqEnyq6eRf7O-g&oe=66B8ED12
1997,Toyota,hiace,super custom," $15,500 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1160073828570906,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/447286538_1662886877858016_5421765615485407573_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=8OXkV7gDnpsQ7kNvgHWS5Jz&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCQ9EX1A4g0vwKJ__V0meOikh7fzJhkmtN0KcxcptY6Pw&oe=66B8D51A
2001,Toyota,Hiace,," $15,500 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1166568194608168,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/454008487_1726178494805187_8202855913607927211_n.jpg?stp=c0.101.261.261a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=MmddIFLlbFEQ7kNvgEGB4A7&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBdrYT6Limy4yqXbL3JyCDtP9tPIffStLlIbWKdBGUEWQ&oe=66B8F45A
2003,Toyota,hiace,sbv," $16,000 ",,"Leopold, VIC",https://www.facebook.com/marketplace/item/779807374029898,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/451063154_971381934671479_8618499120383890170_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=WkKIekEY5jcQ7kNvgG4qHkf&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDwJNXMnv6p5Oyr-MFu2kCbE4nUE52cEZ92fw7sL-JYcg&oe=66B8DDCD
2010,Toyota,Hiace,," $16,000 ",,"Yass, NSW",https://www.facebook.com/marketplace/item/957986549672999,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/441560122_1562754111122167_7214782145039881578_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=foJeP4OiaygQ7kNvgE_Jze5&_nc_ht=scontent.fmel16-1.fna&oh=00_AYChNVd1yFj4XqN9p07pAuwKhOojQoinoEnbkmp7-P9dDA&oe=66B8DC91
2003,Toyota,hiace,," $16,500 ",,"Ovens, VIC",https://www.facebook.com/marketplace/item/470450655381167,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/439563817_7592407977448461_8511571952759506519_n.jpg?stp=c0.151.261.261a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=jNWdx1iRf1QQ7kNvgGTX4r5&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCtBLOAr5D4x1R5ZKm56JFoTb5Ekeivh2R0y8bG3p5F1Q&oe=66B8D83F
2010,Toyota,hiace,," $16,800 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/415569711010190,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/417464941_1112195040200956_2648672882802229254_n.jpg?stp=c101.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=bbuouVVSJewQ7kNvgFFXVC5&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDEZqja5HLqtPK8nPQHQowhVSz1JD5gwXzo6FORv-3fvg&oe=66B8E388
2003,Toyota,hiace,Campervan," $17,000 ",,"Deloraine, TAS",https://www.facebook.com/marketplace/item/1470474627208050,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/432373137_3574314172785972_9052118290055272356_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=ht6ads_6MtYQ7kNvgGlvKCW&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCuXJufpbdpG9i9GETuwpImWnn7oORTSeWhaUHOyWx78Q&oe=66B8E786
2015,Toyota,hiace,," $17,000 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1193571701669347,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/449974299_439898258885392_7341526457352638380_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=nESAN7veIlgQ7kNvgGQvUQA&_nc_ht=scontent.fmel16-1.fna&oh=00_AYD6XQggXM2hd9o6UzdajBh3v1ReYhpiYPyaA36ot8rZbA&oe=66B8D139
1995,Toyota,Hiace,hi ace," $17,500 ",,"Benalla, VIC",https://www.facebook.com/marketplace/item/311543288615135,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/451834008_795908329410747_306827023856942987_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=KLo7FWepeoMQ7kNvgFFYukN&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBgKXUeS7YRxkZA5GuZt2JEzFCNOfNyJNCUUf2p0HVcng&oe=66B8F324
2001,Toyota,hiace,super custom," $17,999 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/295529500268132,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/440750468_7546041918808793_4272172294129343657_n.jpg?stp=c0.84.768.768a_dst-jpg_s261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=5vXEYbT5YToQ7kNvgGIuJhp&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDp3Jf9WJGB3EHPnR79omrDip7J8ssj-ArfVPcxl1HIgA&oe=66B8DE6B
2010,Toyota,hiace,turbo diesel - automatic," $17,999 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1014191073703741,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/448798591_486512700405009_4639099728631049001_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=94phwG8HPGYQ7kNvgHqYFFn&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAysgK87rGJYhOFnl6a_fonnD7EAhK80dCk0UBUfBjybA&oe=66B8D2B0
2013,Toyota,hiace,van lwb low kms rego and - rwc," $17,999 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1481817989363016,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/452819170_1128684391554645_3749731690626611980_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=247b10&_nc_ohc=WegGe_Rkd1IQ7kNvgGFzakg&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDcpQ9_TV_rUgiW1-3C-EGXKvEtKPv1poLa4Rg8cHdcCw&oe=66B8E248
2004,Toyota,hiace,," $18,000 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/7753591268102476,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/453611164_1216378569387014_246238386841616013_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=ttW5JU73jtIQ7kNvgE_rkQQ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCdSp54RPQftsSJkx8h0HHbGfL08oWHYkGVqWO7Nq4nbw&oe=66B8D866
2009,Toyota,hiace,," $18,000 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1130137564659795,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/426416782_7242904622489683_4058749086453868442_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=2BoL5ztWtZcQ7kNvgEiFuL5&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB__5dpQ9spP6LN3CtQIT2DkKllNCOSA808rzkfE25bmA&oe=66B8C597
2005,Toyota,hiace,," $18,500 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/448050641009726,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/439694952_10161439043791382_5955802215116406242_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=9aUkJWXxsowQ7kNvgG2jpLA&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDve4BCCQRrKFin594gdRz8LAb1v1jOoDvEAimA4JcZTA&oe=66B8E524
2006,Toyota,hiace,lwb," $18,500 ",,"Bendigo, VIC",https://www.facebook.com/marketplace/item/1670176380461432,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/450940889_1988468091569379_6439313378019375007_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=105&ccb=1-7&_nc_sid=247b10&_nc_ohc=C3DOSejR1JsQ7kNvgFefQLR&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDS-rzknuvEORB_H-IO3sM6Y1Ijj6MyT6-SFLWiCAZIxA&oe=66B8E792
2013,Toyota,Hiace,Van LWB 2.7L manual," $18,800 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1642205336601088,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/453719612_1026495962178410_2319529268017469164_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=ymMNSjz9pJ4Q7kNvgGmFf0t&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBxM_cs5jyIlLpw-OxyS4Dtasg9b7Vwd0BVeFMsxdnLOg&oe=66B8E9E1
2011,Toyota,hiace,," $18,999 ",,"Canberra, ACT",https://www.facebook.com/marketplace/item/1656539588464111,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/442460667_2208565112814770_3523687498798488441_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=e8ZaJjHeXl0Q7kNvgFP0Gyc&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB2uFVvG9PZzTf7CHVGZY_A81_xni-SrH4A5oVBE1jSDg&oe=66B8DC72
1999,Toyota,hiace,lwb," $19,000 ",,"Geelong, VIC",https://www.facebook.com/marketplace/item/1712843399532934,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450978678_10161311520171285_3292993842974990428_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=W34JSMwhMxYQ7kNvgF46J_o&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDqeQb4pJNo09qGfqoI4NdKNT1hIe1encCNOwQhWNXjmw&oe=66B8F3A8
1999,Toyota,hiace,," $19,000 ",,"Launceston, TAS",https://www.facebook.com/marketplace/item/283837494697536,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/442391513_2865562276952122_5737049510504083157_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=1IzpGROXJLYQ7kNvgHqJjXQ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBGk-kKrCtIuICBmWrIr6OSKmkFZhP6lvdXGEVs12zTrA&oe=66B8C99F
2012,Toyota,hiace,," $19,000 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1214812466383096,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/453392060_1932197627235295_9023282135010496951_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=S9464--6yQkQ7kNvgEwA633&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCTb4llqI_drdupikX2pUjeNjS_5jBwvwW0LDO1ti-ZtA&oe=66B8C9F3
2007,Toyota,hiace,," $19,800 ",,"Devonport, TAS",https://www.facebook.com/marketplace/item/1006661014176880,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448927776_10161758703583578_2920506358519371487_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=7ZZGp5zPw9MQ7kNvgEGZJ_3&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB3K0flVsOhoZ6hSmRYJfkEoB3U4XXWDe4dN4NxOqtRjg&oe=66B8CF8A
2007,Toyota,hiace,slwb," $19,999 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/7521714424552585,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/434658138_7255138687948340_400068105787541526_n.jpg?stp=c152.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Fr3p0P8HkXAQ7kNvgGvaD0g&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAlUihSfMC2Vak-cOhMYyjmSGlwxtt2RkBsRRUPmNtsjg&oe=66B8F87A
2014,Toyota,hiace,," $20,999 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/981497606727354,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/438060184_7951858704826342_8632365293096793439_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=8m6qq_c9UTgQ7kNvgGMw-PO&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAUh8sHGOVlvncHgcj7KotIlV-6zFRy612faFypFo5WSQ&oe=66B8F56D
2013,Toyota,hiace,Black," $21,450 ",,"Melbourne, VIC",https://www.facebook.com/marketplace/item/951314136510126,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/433457662_1350302795653972_5267985786105483439_n.jpg?stp=c0.101.261.261a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=w_koi-VZubgQ7kNvgE3pZ-J&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB-joE2eEUPVbCsHr0f2dYN0pIgaLtPzvh7F3SMDA1XvA&oe=66B8DF50
